Commodity,Weights,Year,Value
Rice,U.S. markets (U.S. export weights),1975,80.23802947998047
Soybean and vegetable oil,U.S. markets (U.S. export weights),1975,67.85896301269531
Soybeans,U.S. markets (U.S. export weights),1975,58.11648178100586
Soymeal,U.S. markets (U.S. export weights),1975,71.90915679931641
Tobacco,U.S. markets (U.S. export weights),1975,66.61164093017578
Tree nuts,U.S. markets (U.S. export weights),1975,78.40678405761719
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1975,71.92863464355469
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1975,73.58436584472656
Wheat,U.S. markets (U.S. export weights),1975,73.533203125
Wine and beer,U.S. markets (U.S. export weights),1975,75.94286346435547
Agricultural related products,U.S. suppliers (U.S. import weights),1975,64.72955322265625
Consumer oriented,U.S. suppliers (U.S. import weights),1975,72.98210906982422
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1975,68.60993194580078
Beef and beef products,U.S. suppliers (U.S. import weights),1975,61.82498550415039
Bulk,U.S. suppliers (U.S. import weights),1975,50.4781608581543
Cocoa beans,U.S. suppliers (U.S. import weights),1975,69.27040100097656
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1975,55.55007934570313
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1975,35.96341323852539
Distilled spirits,U.S. suppliers (U.S. import weights),1975,77.72831726074219
Fish products,U.S. suppliers (U.S. import weights),1975,61.91090774536133
Forest products,U.S. suppliers (U.S. import weights),1975,66.07887268066406
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1975,75.22734069824219
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1975,76.05067443847656
Intermediates,U.S. suppliers (U.S. import weights),1975,69.98446655273438
Live animals,U.S. suppliers (U.S. import weights),1975,77.66280364990234
Oils (example soybean),U.S. suppliers (U.S. import weights),1975,66.20980072021484
Prepared and snack foods,U.S. suppliers (U.S. import weights),1975,76.11857604980469
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1975,53.77131652832031
Rubber and allied products,U.S. suppliers (U.S. import weights),1975,42.30075073242188
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1975,63.37540435791016
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1975,68.29695892333984
Wine and beer,U.S. suppliers (U.S. import weights),1975,77.60933685302734
Bulk,U.S. competitors (country export weights),1976,67.38581085205078
Consumer oriented,U.S. competitors (country export weights),1976,72.40701293945313
Intermediates,U.S. competitors (country export weights),1976,72.15358734130859
Beef and beef products,U.S. competitors (country export weights),1976,68.26363372802734
Competitor agricultural exports to the world,U.S. competitors (country export weights),1976,65.87165069580078
Competitor merchandise exports to the world,U.S. competitors (country export weights),1976,72.91388702392578
Corn,U.S. competitors (country export weights),1976,63.68012237548828
Cotton,U.S. competitors (country export weights),1976,68.06425476074219
Dairy products,U.S. competitors (country export weights),1976,74.69110107421875
Feeds and fodders,U.S. competitors (country export weights),1976,69.77217864990234
Fresh and processed fruit,U.S. competitors (country export weights),1976,71.94027709960938
Fresh and processed vegetables,U.S. competitors (country export weights),1976,74.33528900146484
Hides and skins,U.S. competitors (country export weights),1976,73.43962097167969
Juices and beverages,U.S. competitors (country export weights),1976,72.51025390625
Pork and pork products,U.S. competitors (country export weights),1976,74.13246917724609
Poultry meat and products,U.S. competitors (country export weights),1976,67.17567443847656
Prepared food,U.S. competitors (country export weights),1976,69.49870300292969
Rice,U.S. competitors (country export weights),1976,70.59210205078125
Soybean and vegetable  oil,U.S. competitors (country export weights),1976,73.99420166015625
Soybeans,U.S. competitors (country export weights),1976,64.97643280029297
Soymeal,U.S. competitors (country export weights),1976,57.41608428955078
Tobacco,U.S. competitors (country export weights),1976,56.58422088623047
Tree nuts,U.S. competitors (country export weights),1976,72.88987731933594
Wheat,U.S. competitors (country export weights),1976,71.76258087158203
Wine and beer,U.S. competitors (country export weights),1976,75.83296203613281
Agricultural related,U.S. markets (U.S. export weights),1976,73.87272644042969
Beef and beef products,U.S. markets (U.S. export weights),1976,84.157470703125
Bulk,U.S. markets (U.S. export weights),1976,67.29805755615234
Consumer oriented,U.S. markets (U.S. export weights),1976,77.97719573974609
Corn,U.S. markets (U.S. export weights),1976,82.21151733398438
Cotton,U.S. markets (U.S. export weights),1976,65.09710693359375
Dairy products,U.S. markets (U.S. export weights),1976,71.471435546875
Distillers grain,U.S. markets (U.S. export weights),1976,65.97671508789063
Feeds and fodders,U.S. markets (U.S. export weights),1976,68.87992095947266
Fresh and processed fruit,U.S. markets (U.S. export weights),1976,76.99374389648438
Fresh and processed vegetables,U.S. markets (U.S. export weights),1976,77.31481170654297
Hides and skins,U.S. markets (U.S. export weights),1976,65.61629486083984
Intermediates,U.S. markets (U.S. export weights),1976,71.32659912109375
Juices and beverages,U.S. markets (U.S. export weights),1976,77.8267822265625
Pork and pork products,U.S. markets (U.S. export weights),1976,81.40979766845703
Poultry meat and products,U.S. markets (U.S. export weights),1976,75.15761566162109
Prepared food,U.S. markets (U.S. export weights),1976,76.18461608886719
Rice,U.S. markets (U.S. export weights),1976,80.71348571777344
Soybean and vegetable oil,U.S. markets (U.S. export weights),1976,69.14543151855469
Soybeans,U.S. markets (U.S. export weights),1976,60.26158142089844
Soymeal,U.S. markets (U.S. export weights),1976,73.34288024902344
Tobacco,U.S. markets (U.S. export weights),1976,67.27786254882813
Tree nuts,U.S. markets (U.S. export weights),1976,81.15484619140625
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1976,72.90424346923828
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1976,75.25576782226563
Wheat,U.S. markets (U.S. export weights),1976,73.24784088134766
Wine and beer,U.S. markets (U.S. export weights),1976,77.17173004150391
Agricultural related products,U.S. suppliers (U.S. import weights),1976,65.12692260742188
Consumer oriented,U.S. suppliers (U.S. import weights),1976,75.31948852539063
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1976,68.60665893554688
Beef and beef products,U.S. suppliers (U.S. import weights),1976,63.14303588867188
Bulk,U.S. suppliers (U.S. import weights),1976,49.94997406005859
Cocoa beans,U.S. suppliers (U.S. import weights),1976,67.55204010009766
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1976,55.24647521972656
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1976,35.67380523681641
Distilled spirits,U.S. suppliers (U.S. import weights),1976,83.43276214599609
Fish products,U.S. suppliers (U.S. import weights),1976,62.36829376220703
Forest products,U.S. suppliers (U.S. import weights),1976,65.13687133789063
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1976,77.23264312744141
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1976,80.05351257324219
Intermediates,U.S. suppliers (U.S. import weights),1976,71.52414703369141
Live animals,U.S. suppliers (U.S. import weights),1976,77.60032653808594
Oils (example soybean),U.S. suppliers (U.S. import weights),1976,66.61232757568359
Prepared and snack foods,U.S. suppliers (U.S. import weights),1976,77.27622985839844
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1976,54.98345565795898
Rubber and allied products,U.S. suppliers (U.S. import weights),1976,39.26285171508789
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1976,64.79633331298828
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1976,69.52128601074219
Wine and beer,U.S. suppliers (U.S. import weights),1976,83.03585052490234
Bulk,U.S. competitors (country export weights),1977,65.96737670898438
Consumer oriented,U.S. competitors (country export weights),1977,70.25794982910156
Intermediates,U.S. competitors (country export weights),1977,70.02285003662109
Beef and beef products,U.S. competitors (country export weights),1977,66.34625244140625
Competitor agricultural exports to the world,U.S. competitors (country export weights),1977,64.60271453857422
Competitor merchandise exports to the world,U.S. competitors (country export weights),1977,71.32037353515625
Corn,U.S. competitors (country export weights),1977,62.98223876953125
Cotton,U.S. competitors (country export weights),1977,66.19689178466797
Dairy products,U.S. competitors (country export weights),1977,72.20272827148438
Feeds and fodders,U.S. competitors (country export weights),1977,67.74039459228516
Fresh and processed fruit,U.S. competitors (country export weights),1977,69.87747192382813
Fresh and processed vegetables,U.S. competitors (country export weights),1977,72.00040435791016
Hides and skins,U.S. competitors (country export weights),1977,71.46924591064453
Juices and beverages,U.S. competitors (country export weights),1977,70.54015350341797
Pork and pork products,U.S. competitors (country export weights),1977,71.71744537353516
Poultry meat and products,U.S. competitors (country export weights),1977,65.11244964599609
Prepared food,U.S. competitors (country export weights),1977,67.62348175048828
Rice,U.S. competitors (country export weights),1977,68.71147918701172
Soybean and vegetable  oil,U.S. competitors (country export weights),1977,71.74498748779297
Soybeans,U.S. competitors (country export weights),1977,63.75960540771484
Soymeal,U.S. competitors (country export weights),1977,56.17588424682617
Tobacco,U.S. competitors (country export weights),1977,55.35644149780273
Tree nuts,U.S. competitors (country export weights),1977,70.53120422363281
Wheat,U.S. competitors (country export weights),1977,70.75982666015625
Wine and beer,U.S. competitors (country export weights),1977,73.89720916748047
Agricultural related,U.S. markets (U.S. export weights),1977,73.59042358398438
Beef and beef products,U.S. markets (U.S. export weights),1977,84.65708160400391
Bulk,U.S. markets (U.S. export weights),1977,66.68618011474609
Consumer oriented,U.S. markets (U.S. export weights),1977,79.79044342041016
Corn,U.S. markets (U.S. export weights),1977,82.84626770019531
Cotton,U.S. markets (U.S. export weights),1977,64.70686340332031
Dairy products,U.S. markets (U.S. export weights),1977,74.49442291259766
Distillers grain,U.S. markets (U.S. export weights),1977,66.31175231933594
Feeds and fodders,U.S. markets (U.S. export weights),1977,67.72573852539063
Fresh and processed fruit,U.S. markets (U.S. export weights),1977,79.00556945800781
Fresh and processed vegetables,U.S. markets (U.S. export weights),1977,79.39030456542969
Hides and skins,U.S. markets (U.S. export weights),1977,65.12796783447266
Intermediates,U.S. markets (U.S. export weights),1977,72.42652130126953
Juices and beverages,U.S. markets (U.S. export weights),1977,80.11470031738281
Pork and pork products,U.S. markets (U.S. export weights),1977,82.78650665283203
Poultry meat and products,U.S. markets (U.S. export weights),1977,79.23963928222656
